Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"夜刃",564,36,10,0,0,0,标准,-1,2,1,5,0,5,97,="50+15",="31+10",="48+10",11,56,44,="65+25",="41+11"
"陷阱师",565,36,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"波达尸",566,36,0,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"定时炸弹",567,36,20,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"麦佐魔",568,36,0,0,0,0,武僧,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"古老者",569,36,0,70,0,0,古老者,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"冰元素",570,36,0,60,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"宗师",571,36,0,0,0,0,标准,-1,-3,3,-1,0,2,100,="25+7",="28+11",="40+12",2,16,18,="48+13",="35+11"
"高等地狱魔法蘑菇兽化隐伏怪",572,36,10,80,0,0,恶魔骇魔,5,-3,-3,-1,3,2,111,="14+7",="20+10",="29+10",0,17,21,="77+14",="63+25"
"亨德雷克的波瑞尔领主",573,36,10,0,0,0,标准,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"混沌之子",574,36,0,50,0,0,眼睛2,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"木乃伊巨魔",575,37,0,0,0,0,标准,6,-8,-8,3,6,-2,124,="20+12",="13+7",="36+10",0,13,7,="85+30",="55+30"
"火天使",576,37,10,100,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"地穴怪",577,37,10,0,0,0,标准,2,3,-3,1,1,2,105,="25+7",="36+10",="37+10",1,17,24,="66+18",="50+15"
"混沌蝴蝶",578,37,10,60,0,0,标准,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"时间幽灵",579,37,15,70,0,0,标准,-2,2,0,0,0,-2,95,="30+7",="30+8",="52+15",4,17,16,="35+15",="25+15"
"飞天水螅",580,37,10,70,0,0,水螅,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"蚁后",581,37,10,100,0,0,蚂蚁,5,-2,-2,-1,3,2,115,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"鬼火",582,37,20,150,0,0,鬼火,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"夏恩",583,37,10,120,0,0,夏恩,4,-1,-2,-1,3,2,111,="15+7",="24+11",="33+10",0,13,17,="77+20",="43+17"
"岩浆元素",584,37,0,70,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"黑布丁",585,37,0,18,0,0,果冻6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"致命彩虹甲虫",586,37,0,60,0,0,甲虫,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"时空漩涡",587,37,10,40,0,0,漩涡6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"等离子漩涡",588,37,10,40,0,0,漩涡6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"成年红龙",589,37,5,80,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"成年金龙",590,37,5,80,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"水晶幼龙",591,37,10,100,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"成年黑龙",592,37,5,55,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"成年多彩龙",593,38,7,65,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"空天鲸鱼",594,38,0,75,0,0,鱼,-1,6,3,1,-2,0,101,="40+7",="47+10",="43+10",4,23,28,="46+18",="45+15"
"父神达贡",595,38,10,80,0,0,标准,-1,-4,2,0,2,1,99,="22+7",="29+11",="39+12",3,15,18,="53+13",="32+11"
"母神海德拉",596,38,10,80,0,0,标准,2,1,-2,2,2,0,103,="27+7",="37+10",="33+10",3,17,26,="61+18",="47+15"
"死亡骑士",597,38,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"洛格鲁斯大师曼多",598,38,10,0,0,0,标准,0,2,1,3,-2,5,99,="25+7",="32+10",="44+10",5,26,28,="47+14",="69+25"
"时间漩涡",599,38,20,40,0,0,漩涡7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"闪光漩涡",600,38,30,30,0,0,漩涡6,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"极老蓝龙",601,38,10,80,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"极老青铜龙",602,38,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"眼魔",603,38,10,80,0,0,眼睛6,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"帝王尸妖",604,38,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"炽天使",605,38,10,68,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"火之精怪洛基",606,38,10,50,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"黑幽灵",607,38,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"夜魇",608,38,0,50,0,0,嗜血者,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"地狱男爵",609,38,0,130,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"斯库拉",610,39,15,90,0,0,九头蛇5,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"修道巫妖",611,39,10,0,0,0,武僧,1,0,-1,3,3,2,102,="40+15",="30+10",="39+10",4,31,32,="74+18",="60+18"
"虚空幽灵",612,39,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"火焰吸血鬼",613,39,10,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"7头海德拉",614,39,10,90,0,0,九头蛇4,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"雷布马女王莫伊尔",615,39,10,40,0,0,标准,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"多头怪卡夫拉克斯",616,39,10,85,0,0,卡夫拉克斯,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"极老白龙",617,39,10,90,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"极老绿龙",618,39,10,85,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"钻地魔虫",619,39,10,90,0,0,钻地魔虫,7,3,1,-1,3,4,115,="25+7",="39+10",="35+10",0,19,24,="81+18",="50+15"
"长老巨魔",620,40,5,128,0,0,双头巨人,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"双头巨人",621,39,0,86,0,0,双头巨人,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"梦魇",622,39,10,85,0,0,马,4,-1,-4,2,3,2,115,="20+12",="18+7",="34+10",0,13,10,="80+30",="55+30"
"吸血鬼领主",623,39,10,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"极老黑龙",624,39,10,90,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"怪异烟雾",625,40,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"乌波·萨斯拉的衍体",626,40,5,40,0,0,果冻6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"地狱之锤",627,24,-10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"被诅咒者马雷基斯",628,40,15,0,0,0,标准,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"朱利安的坐骑晨星",629,40,20,100,0,0,马,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"灵魂巨魔",630,40,0,90,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"战巨魔",631,40,10,100,0,0,标准,12,-24,-21,1,7,2,171,="-105+0",="-1006+0",="-205+0",-102,-101,-95,="140+50",="-2006+0"
"解除附魔蠕虫团",632,40,-10,5,0,0,蠕虫,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"腐烂隐伏怪",633,40,10,0,0,0,克尔苏格,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"次级泰坦",634,40,10,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"9头海德拉",635,40,10,95,0,0,九头蛇5,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"女巫",636,40,20,0,0,0,标准,0,2,1,3,-2,5,99,="25+7",="32+10",="44+10",5,26,28,="47+14",="69+25"
"高阶祭司",637,40,10,0,0,0,标准,1,-5,5,-3,2,3,103,="27+7",="33+11",="46+12",1,23,18,="63+13",="35+11"
"术士",638,40,20,0,0,0,标准,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"异索恩人",639,40,10,80,0,0,索恩元素怪,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"加布加布鸟",640,40,0,70,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"牛头怪",641,40,20,0,0,0,牛头怪,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"布兰德的情妇杰斯拉",642,40,10,0,0,0,娜迦,3,0,-1,1,1,-1,106,="18+7",="23+11",="33+10",0,15,20,="75+20",="43+17"
"死亡幼龙",643,40,10,100,0,0,龙,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"极老红龙",644,40,10,100,0,0,龙,6,0,1,-1,3,5,129,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"极老金龙",645,40,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"极老水晶幼龙",646,40,10,100,0,0,龙,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"怪异姐妹",647,40,15,0,0,0,标准,-2,0,5,1,-2,5,97,="30+7",="35+11",="52+12",5,24,20,="43+13",="41+11"
"乱打恶魔",648,40,0,50,0,0,标准,5,-3,-3,0,5,1,108,="22+12",="26+9",="34+12",1,13,12,="75+30",="13+6"
"死亡夸塞魔",649,40,20,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"庞然大物吉甘托",650,38,0,75,0,0,鱼,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"斯特里加德维尔",651,41,10,60,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"堕落天使",652,41,20,140,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"巨型无头怪",653,41,0,0,0,0,无头者,5,-1,-3,1,3,1,108,="39+15",="32+12",="33+10",3,31,29,="85+21",="60+14"
"火焰判官",654,41,10,0,0,0,标准,2,2,-3,0,2,2,109,="15+7",="25+11",="37+10",0,13,20,="75+20",="40+17"
"无源之源，乌波·萨斯拉",655,41,10,80,0,0,果冻7,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"死灵判官",656,41,10,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"黑暗精灵术士",657,41,20,0,0,0,标准,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"巫妖大师",658,41,10,0,0,0,标准,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"拜亚基",659,41,0,40,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"布兰德之子里纳尔多",660,41,10,0,0,0,标准,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"神圣执政官",661,41,20,140,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"撒托古亚的无形巨魔",662,41,0,50,0,0,果冻6,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"恐怖猎手",663,42,0,90,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"亡灵眼魔",664,42,10,100,0,0,眼睛6,-6,4,1,4,0,-1,87,="45+7",="48+15",="48+11",8,28,35,="24+6",="30+7"
"暗影恶魔",665,42,10,0,0,0,标准,-6,1,5,1,-2,-1,90,="35+7",="38+11",="52+12",7,21,22,="33+13",="30+11"
"钢铁巫妖",666,42,10,0,0,0,骷髅,5,-1,-4,-1,4,3,110,="20+12",="25+9",="38+12",-1,13,10,="80+30",="16+6"
"恐怖灵",667,40,10,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"高等石化蜥蜴",668,42,10,100,0,0,巨型爬行动物,7,-4,-3,3,4,3,123,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"卡律布狄斯",669,49,10,100,0,0,鱼,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"暗影杰克",670,42,20,0,0,0,标准,2,4,-2,6,1,2,89,="49+15",="46+12",="48+10",16,35,38,="70+21",="75+14"
"和风领主",671,43,15,0,0,0,标准,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"恐虐钢牛",672,43,10,90,0,0,猎犬,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"猛犸象",673,40,0,65,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"恐惧判官",674,43,10,0,0,0,标准,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"极老多彩龙",675,43,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"虚灵龙",676,43,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"莎布·尼古拉丝的黑山羊幼仔",677,43,10,75,0,0,树,7,-2,0,-4,5,2,115,="20+12",="26+9",="40+12",-1,14,11,="85+30",="13+6"
"星之彩",678,43,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"大地大师震地者",679,43,0,97,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"死亡矮妖",680,44,10,0,0,0,标准,1,2,-2,6,3,3,84,="49+15",="33+10",="48+10",19,51,46,="80+25",="50+11"
"群山之恐怖，乔戈·戈恩",681,44,0,125,0,0,标准,4,-1,-2,-1,3,2,111,="15+7",="24+11",="33+10",0,13,17,="77+20",="43+17"
"罗伊格尔",682,44,10,100,0,0,漩涡7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"乌特加德-洛基",683,44,10,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"踏尘者夸切·乌陶斯",684,44,10,0,0,0,标准,3,-2,-2,-2,2,1,106,="20+7",="20+8",="40+15",-1,12,12,="50+15",="30+15"
"修格斯",685,44,30,80,0,0,果冻7,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"死亡判官",686,44,10,0,0,0,标准,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"风之女王阿瑞尔",687,44,20,50,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"11头海德拉",688,44,10,100,0,0,九头蛇5,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"高级祭司",689,44,10,0,0,0,标准,-2,0,5,1,-2,5,97,="30+7",="35+11",="52+12",5,24,20,="43+13",="41+11"
"恐怖大师",690,44,10,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"龙魔像",691,48,10,130,0,0,龙,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"恶龙斯卡沙",692,44,10,130,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"黎明战士",693,45,10,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"被诅咒者的使节",694,50,10,0,0,0,标准,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"佐斯·奥莫格",695,45,10,50,0,0,巨型爬行动物,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"戒灵",696,63,15,0,0,0,标准,4,2,-2,0,1,6,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"黄金史矛革",697,45,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"风暴使者",698,45,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"超精英圣武士",699,45,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"狂热矮妖",700,46,13,0,0,0,标准,0,4,1,5,-2,4,97,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"龙巫妖",701,46,10,120,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"高等泰坦",702,46,10,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"龙蜥",703,46,10,120,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"法斯蒂托卡伦",704,51,10,150,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"幽灵霸王龙",705,46,10,120,0,0,巨型爬行动物,6,-4,-3,-1,4,3,109,="18+7",="13+8",="42+15",-2,13,9,="62+15",="36+15"
"坚忍者伊波·兹特尔",706,46,10,0,0,0,恶魔骇魔,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"加塔诺托亚",707,46,10,100,0,0,恶魔骇魔,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"树人",708,46,10,120,0,0,标准,7,-2,0,-4,5,2,115,="20+12",="26+9",="40+12",-1,14,11,="85+30",="13+6"
"赫鲁岩怪",709,56,10,150,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"火龙伊坦加斯特",710,47,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"死亡霉菌",711,47,30,60,0,0,霉菌,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"巨龙法夫纳",712,47,10,100,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"法贡",713,47,10,120,0,0,标准,7,-2,0,-4,5,2,115,="20+12",="26+9",="40+12",-1,14,11,="85+30",="13+6"
"双子猥亵者扎尔",714,47,10,120,0,0,恶魔骇魔,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"龙之父格劳龙",715,48,10,120,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"比蒙巨兽",716,64,15,180,0,0,龙,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"海拉的守卫加姆",717,49,10,120,0,0,猎犬,8,-4,-3,0,5,4,124,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"高等墙怪",718,50,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"尼卡魔",719,50,10,80,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"高等炎魔",720,79,20,210,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"门德斯之羊",721,50,10,66,0,0,马,5,5,-2,0,1,3,107,="34+7",="41+10",="40+10",6,19,24,="61+18",="50+15"
"夜翼",722,50,10,0,0,0,标准,4,2,-2,0,1,5,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"挥锤牛头怪",723,50,20,50,0,0,牛头怪,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"虚空猎犬",724,51,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"时间猎犬",725,51,15,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"等离子猎犬",726,51,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"恶魔隐伏怪",727,51,10,0,0,0,克尔苏格,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"风暴巨龙",728,58,13,175,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"巨魔乌里克",729,51,20,120,0,0,标准,13,-6,-3,0,9,0,131,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"牛头怪领主巴风特",730,51,20,120,0,0,牛头怪,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"地狱骑士",731,52,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"公牛·盖茨",732,52,30,0,0,0,标准,0,3,-2,5,1,0,95,="55+15",="43+12",="43+10",8,38,37,="52+21",="68+14"
"圣诞老人",733,52,40,0,0,0,标准,0,4,1,5,-2,4,97,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"迷宫之神艾霍特",734,53,10,90,0,0,果冻7,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"黄衣之王",735,53,10,0,0,0,标准,2,2,-3,0,2,2,109,="15+7",="25+11",="37+10",0,13,20,="75+20",="40+17"
"大不洁者",736,63,10,150,0,0,恶魔骇魔,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"混沌领主",737,60,20,0,0,0,标准,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"东方人克哈穆尔",738,53,10,0,0,0,标准,4,2,-2,0,1,6,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"廷达洛斯猎犬",739,54,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"次级克拉肯",740,54,10,150,0,0,海妖,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"寒冰巨龙",741,54,12,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"半神巫妖",742,54,10,0,0,0,标准,-4,6,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"凤凰",743,54,10,130,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"夜巡虫",744,54,10,160,0,0,巨型蠕虫,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"万变魔君",745,61,20,150,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"守秘者",746,61,20,150,0,0,守密者,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"修德·梅尔",747,54,15,90,0,0,钻地魔虫,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"手之德鲁吉",748,55,20,0,0,0,游荡之手,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"眼之德鲁吉",749,55,20,0,0,0,游荡之眼,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"头骨德鲁吉",750,65,20,0,0,0,骷髅,-4,4,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"死亡漩涡",751,55,30,80,0,0,漩涡7,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"以太漩涡",752,55,20,40,0,0,漩涡8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
